,receptor,family,gene
1179,Leukotriene A4 hydrolase,Leukotriene and lipoxin metabolism,['LTA4H']
1180,LIM domain kinase 1,LIMK subfamily,['LIMK1']
1181,LIM domain kinase 2,LIMK subfamily,['LIMK2']
1182,Lipin1,Lipid phosphate phosphatases,['LPIN1']
1183,Lipin2,Lipid phosphate phosphatases,['LPIN2']
1184,Lipin3,Lipid phosphate phosphatases,['ENSGALG00000055078']
1185,PPA2A,Lipid phosphate phosphatases,['PLPP1']
1186,PPA2B,Lipid phosphate phosphatases,['PLPP3']
1187,PPA3A,Lipid phosphate phosphatases,['PLPP2']
1188,phosphatase and tensin homolog,Lipid phosphate phosphatases,['PTEN']
1189,5-LOX,Lipoxygenases,['ALOX5']
1190,15-LOX-1,Lipoxygenases,['ENSGALG00000044760']
1191,serine/threonine kinase 11,LKB subfamily,['STK11']
1192,autotaxin,LPA synthesis,['ENPP2']
1193,mitogen-activated protein kinase kinase kinase 12,LZK subfamily,['MAP3K12']
1194,mitogen-activated protein kinase kinase kinase 13,LZK subfamily,['MAP3K13']
1195,MMP1,M10: Matrix metallopeptidase,['MMP1']
1196,MMP2,M10: Matrix metallopeptidase,['MMP2']
1197,MMP9,M10: Matrix metallopeptidase,['MMP9']
1198,MMP11,M10: Matrix metallopeptidase,"['MMP11', 'MMP11']"
1199,MMP13,M10: Matrix metallopeptidase,['MMP13']
1200,MMP15,M10: Matrix metallopeptidase,['MMP15']
1201,MMP16,M10: Matrix metallopeptidase,['MMP16']
1202,MMP17,M10: Matrix metallopeptidase,['ENSGALG00000002461']
1203,MMP23,M10: Matrix metallopeptidase,['MMP23B']
1204,MMP24,M10: Matrix metallopeptidase,['MMP24']
1205,MMP27,M10: Matrix metallopeptidase,['MMP27']
1206,MMP28,M10: Matrix metallopeptidase,"['MMP28', 'MMP28']"
1207,ADAM8,M12: Astacin/Adamalysin,['ADAM8']
1208,ADAM9,M12: Astacin/Adamalysin,['ADAM9']
1209,ADAM10,M12: Astacin/Adamalysin,['ADAM10']
1210,ADAM11,M12: Astacin/Adamalysin,['ADAM11']
1211,ADAM12,M12: Astacin/Adamalysin,['ADAM12']
1212,ADAM15,M12: Astacin/Adamalysin,['ENSGALG00000054512']
1213,ADAM17,M12: Astacin/Adamalysin,['ADAM17']
1214,ADAM19,M12: Astacin/Adamalysin,['ADAM19']
1215,ADAM22,M12: Astacin/Adamalysin,['ADAM22']
1216,ADAM23,M12: Astacin/Adamalysin,['ADAM23']
1217,ADAM28,M12: Astacin/Adamalysin,['ENSGALG00000000357']
1218,ADAM32,M12: Astacin/Adamalysin,"['ENSGALG00000044866', 'ENSGALG00000047639']"
1219,ADAM33,M12: Astacin/Adamalysin,['ADAM33']
1220,ADAMTS1,M12: Astacin/Adamalysin,['ADAMTS1']
1221,ADAMTS2,M12: Astacin/Adamalysin,['ADAMTS2']
1222,ADAMTS3,M12: Astacin/Adamalysin,['ADAMTS3']
1223,ADAMTS4,M12: Astacin/Adamalysin,['ADAMTS4']
1224,ADAMTS5,M12: Astacin/Adamalysin,['ADAMTS5']
1225,ADAMTS6,M12: Astacin/Adamalysin,['ADAMTS6']
1226,ADAMTS7,M12: Astacin/Adamalysin,['ADAMTS7']
1227,ADAMTS8,M12: Astacin/Adamalysin,['ADAMTS8']
1228,ADAMTS9,M12: Astacin/Adamalysin,['ADAMTS9']
1229,ADAMTS10,M12: Astacin/Adamalysin,['ADAMTS10']
1230,ADAMTS12,M12: Astacin/Adamalysin,['ADAMTS12']
1231,ADAMTS13,M12: Astacin/Adamalysin,['ENSGALG00000033597']
1232,ADAMTS14,M12: Astacin/Adamalysin,['ADAMTS14']
1233,ADAMTS15,M12: Astacin/Adamalysin,['ADAMTS15']
1234,ADAMTS17,M12: Astacin/Adamalysin,['ADAMTS17']
1235,ADAMTS18,M12: Astacin/Adamalysin,['ADAMTS18']
1236,ADAMTS19,M12: Astacin/Adamalysin,['ADAMTS19']
1237,ADAMTS20,M12: Astacin/Adamalysin,['ADAMTS20']
1238,bone morphogenetic protein 1,M12: Astacin/Adamalysin,['ENSGALG00000050069']
1239,Endothelin-converting enzyme 1,M13: Neprilysin,['ECE1']
1240,Endothelin-converting enzyme 2,M13: Neprilysin,['ENSGALG00000006272']
1241,Neutral endopeptidase,M13: Neprilysin,['MME']
1242,AE binding protein 1,M14: Carboxypeptidase A,['AEBP1']
1243,Carboxypeptidase A1 (pancreatic),M14: Carboxypeptidase A,['CPA1']
1244,Carboxypeptidase A2 (pancreatic),M14: Carboxypeptidase A,['CPA2']
1245,Carboxypeptidase A5,M14: Carboxypeptidase A,['CPA5']
1246,Carboxypeptidase A6,M14: Carboxypeptidase A,['CPA6']
1247,Carboxypeptidase B1 (tissue),M14: Carboxypeptidase A,['CPB1']
1248,Carboxypeptidase B2 (plasma),M14: Carboxypeptidase A,['CPB2']
1249,Carboxypeptidase D,M14: Carboxypeptidase A,['CPD']
1250,Carboxypeptidase E,M14: Carboxypeptidase A,['CPE']
1251,Carboxypeptidase M,M14: Carboxypeptidase A,['CPM']
1252,"Carboxypeptidase N, polypeptide 1",M14: Carboxypeptidase A,['CPN1']
1253,"Carboxypeptidase N, polypeptide 2",M14: Carboxypeptidase A,['CPN2']
1254,Carboxypeptidase Q,M14: Carboxypeptidase A,['CPQ']
1255,"Carboxypeptidase X (M14 family), member 1",M14: Carboxypeptidase A,['CPXM1']
1256,"Carboxypeptidase X (M14 family), member 2",M14: Carboxypeptidase A,['ENSGALG00000009693']
1257,Carboxypeptidase Z,M14: Carboxypeptidase A,['CPZ']
1258,insulin degrading enzyme,M16: Pitrilysin,['IDE']
1259,Aminopeptidase-like 1,M17: Leucyl aminopeptidase,['NPEPL1']
1260,Leucine aminopeptidase 3,M17: Leucyl aminopeptidase,['LAP3']
1261,Aminopeptidase A,M18: Aminopeptidase I,['DNPEP']
1262,Dipeptidase 1,M19: Membrane dipeptidase,['DPEP1']
1263,Aminopeptidase N,M1: Aminopeptidase N,['ANPEP']
1264,Aminopeptidase O,M1: Aminopeptidase N,['AOPEP']
1265,Arginyl aminopeptidase,M1: Aminopeptidase N,['RNPEP']
1266,Arginyl aminopeptidase-like 1,M1: Aminopeptidase N,['RNPEPL1']
1267,Endoplasmic reticulum aminopeptidase 1,M1: Aminopeptidase N,['ERAP1']
1268,Glutamyl aminopeptidase,M1: Aminopeptidase N,['ENPEP']
1269,Leucyl-cysteinyl aminopeptidase,M1: Aminopeptidase N,"['LNPEP', 'LNPEP']"
1270,Leukotriene A4 hydrolase,M1: Aminopeptidase N,['LTA4H']
1271,Puromycin-sensitive aminopeptidase,M1: Aminopeptidase N,['NPEPPS']
1272,TRH-specific aminopeptidase,M1: Aminopeptidase N,['TRHDE']
1273,Carnosine dipeptidase 1 (metallopeptidase M20 family),M20: Carnosine dipeptidase,['CNDP1']
1274,Carnosine dipeptidase 2,M20: Carnosine dipeptidase,['CNDP2']
1275,Methionyl aminopeptidase 1,M24: Methionyl aminopeptidase,['METAP1']
1276,Methionyl aminopeptidase 2,M24: Methionyl aminopeptidase,['METAP2']
1277,Methionyl aminopeptidase type 1D (mitochondrial),M24: Methionyl aminopeptidase,['METAP1D']
1278,X-prolyl aminopeptidase 1,M24: Methionyl aminopeptidase,['XPNPEP1']
1279,X-prolyl aminopeptidase 2,M24: Methionyl aminopeptidase,['XPNPEP2']
1280,X-prolyl aminopeptidase 3,M24: Methionyl aminopeptidase,['XPNPEP3']
1281,Folate hydrolase (prostate-specific membrane antigen) 1,M28: Aminopeptidase Y,['FOLH1']
1282,glutaminyl-peptide cyclotransferase,M28: Aminopeptidase Y,['QPCT']
1283,N-Acetylated α-linked acidic dipeptidase 2,M28: Aminopeptidase Y,['NAALAD2']
1284,Angiotensin-converting enzyme 2,M2: Angiotensin-converting  (ACE and ACE2),['ACE2']
1285,"proteasome 26S subunit, non-ATPase 14",M67: PSMD14 peptidase,['PSMD14']
1286,MAPK activated protein kinase 2,MAPKAPK subfamily,['MAPKAPK2']
1287,MAPK activated protein kinase 3,MAPKAPK subfamily,['MAPKAPK3']
1288,microtubule affinity regulating kinase 1,MARK subfamily,['MARK1']
1289,microtubule affinity regulating kinase 2,MARK subfamily,['MARK2']
1290,microtubule affinity regulating kinase 3,MARK subfamily,['MARK3']
1291,Microtubule associated serine/threonine kinase 1,MAST family,['MAST1']
1292,Microtubule associated serine/threonine kinase 2,MAST family,['ENSGALG00000053184']
1293,Microtubule associated serine/threonine kinase 3,MAST family,['MAST3']
1294,Microtubule associated serine/threonine kinase 4,MAST family,"['MAST4', 'MAST4']"
1295,Microtubule associated serine/threonine kinase-like,MAST family,['MASTL']
1296,maternal embryonic leucine zipper kinase,MELK subfamily,['MELK']
1297,calcium/calmodulin dependent protein kinase kinase 1,Meta subfamily,['CAMKK1']
1298,5-methyltetrahydrofolate-homocysteine methyltransferase,Methionine turnover,['MTR']
1299,MAPK interacting serine/threonine kinase 2,MKN subfamily,['MKNK2']
1300,mitogen-activated protein kinase kinase kinase 9,MLK subfamily,['MAP3K9']
1301,"MOS proto-oncogene, serine/threonine kinase",MOS family,['MOS']
1302,ribosomal protein S6 kinase A5,MSK subfamily,['RPS6KA5']
1303,mitogen-activated protein kinase kinase kinase kinase 4,MSN subfamily,['MAP4K4']
1304,TRAF2 and NCK interacting kinase,MSN subfamily,['TNIK']
1305,serine/threonine kinase 3,MST subfamily,['STK3']
1306,serine/threonine kinase 4,MST subfamily,['STK4']
1307,myosin light chain kinase,Myosin Light Chain Kinase (MLCK) family,['MYLK']
1308,myosin light chain kinase 2,Myosin Light Chain Kinase (MLCK) family,['MYLK2']
1309,myosin light chain kinase 3,Myosin Light Chain Kinase (MLCK) family,['MYLK3']
1310,dual oxidase 2,NADPH oxidases,['DUOX2']
1311,NADPH oxidase 1,NADPH oxidases,['NOX1']
1312,cytochrome b-245 beta chain,NADPH oxidases,['CYBB']
1313,NADPH oxidase 3,NADPH oxidases,['NOX3']
1314,NADPH oxidase 4,NADPH oxidases,['NOX4']
1315,AP2 associated kinase 1,NAK family,['AAK1']
1316,large tumor suppressor kinase 1,NDR family,['LATS1']
1317,large tumor suppressor kinase 2,NDR family,['LATS2']
1318,Serine/threonine kinase 38,NDR family,['STK38']
1319,Serine/threonine kinase 38 like,NDR family,['STK38L']
1320,N-acylsphingosine amidohydrolase 2,Neutral ceramidases,['ENSGALG00000003751']
1321,embryonic ectoderm development,Neutral sphingomyelinase coupling factors,['EED']
1322,neutral sphingomyelinase activation associated factor,Neutral sphingomyelinase coupling factors,['NSMAF']
1323,serine/threonine-protein kinase NIM1,NIM1 subfamily,['NIM1K']
1324,NIMA related kinase 1,NIMA (never in mitosis gene a)- related kinase (NEK) family,['NEK1']
1325,NIMA related kinase 2,NIMA (never in mitosis gene a)- related kinase (NEK) family,['NEK2']
1326,NIMA related kinase 3,NIMA (never in mitosis gene a)- related kinase (NEK) family,['NEK3']
1327,NIMA related kinase 4,NIMA (never in mitosis gene a)- related kinase (NEK) family,['NEK4']
1328,NIMA related kinase 5,NIMA (never in mitosis gene a)- related kinase (NEK) family,['NEK5']
1329,NIMA related kinase 6,NIMA (never in mitosis gene a)- related kinase (NEK) family,['NEK6']
1330,NIMA related kinase 7,NIMA (never in mitosis gene a)- related kinase (NEK) family,['NEK7']
1331,NIMA related kinase 8,NIMA (never in mitosis gene a)- related kinase (NEK) family,['NEK8']
1332,NIMA related kinase 9,NIMA (never in mitosis gene a)- related kinase (NEK) family,['NEK9']
1333,NIMA related kinase 10,NIMA (never in mitosis gene a)- related kinase (NEK) family,['NEK10']
1334,NIMA related kinase 11,NIMA (never in mitosis gene a)- related kinase (NEK) family,['ENSGALG00000037242']
1335,myosin IIIA,NinaC subfamily,['MYO3A']
1336,myosin IIIB,NinaC subfamily,['MYO3B']
1337,Endothelial NOS,Nitric oxide synthases,['NOS3']
1338,Inducible NOS,Nitric oxide synthases,['NOS2']
1339,Neuronal NOS,Nitric oxide synthases,['NOS1']
1340,SH3 domain binding kinase 1,NKF1 family,"['SBK1', 'SBK1']"
1341,SH3 domain binding kinase family member 2,NKF1 family,['SBK2']
1342,PTEN induced kinase 1,NKF2 family,['PINK1']
1343,PDLIM1 interacting kinase 1 like,NKF4 family,['PDIK1L']
1344,serine/threonine kinase 35,NKF4 family,['STK35']
1345,"testis expressed 14, intercellular bridge forming factor",NKF5 family,['ENSGALG00000051549']
1346,nemo like kinase,nmo subfamily,['NLK']
1347,nuclear receptor binding protein 2,NRBP family,['NRBP2']
1348,NUAK family kinase 1,NuaK subfamily,['NUAK1']
1349,"NUAK family, SNF1-like kinase, 2",NuaK subfamily,['NUAK2']
1350,dihydrofolate reductase,Nucleoside synthesis and metabolism,['DHFR']
1351,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",Nucleoside synthesis and metabolism,['GART']
1352,inosine monophosphate dehydrogenase 1,Nucleoside synthesis and metabolism,['ENSGALG00000054818']
1353,inosine monophosphate dehydrogenase 2,Nucleoside synthesis and metabolism,['IMPDH2']
1354,thymidylate synthetase,Nucleoside synthesis and metabolism,"['ENSGALG00000014897', 'ENSGALG00000047488']"
1355,purine nucleoside phosphorylase,Nucleoside synthesis and metabolism,['PNP']
1356,xanthine dehydrogenase,Nucleoside synthesis and metabolism,['XDH']
1357,ribonucleotide reductase catalytic subunit M1,Nucleoside synthesis and metabolism,['RRM1']
1358,ribonucleotide reductase regulatory subunit M2,Nucleoside synthesis and metabolism,['RRM2']
1359,ribonucleotide reductase regulatory TP53 inducible subunit M2B,Nucleoside synthesis and metabolism,['RRM2B']
1360,dihydropyrimidine dehydrogenase,Nucleotide turnover,['DPYD']
1361,BMP2 inducible kinase,Numb-associated kinase (NAK) family,['BMP2K']
1362,cyclin G associated kinase,Numb-associated kinase (NAK) family,['ENSGALG00000050226']
1363,alpha kinase 1,Other alpha kinase family kinases,['ALPK1']
1364,alpha kinase 3,Other alpha kinase family kinases,['ALPK3']
1365,citron rho-interacting serine/threonine kinase,Other DMPK family kinases,['CIT']
1366,eukaryotic translation initiation factor 2 alpha kinase 1,Other PEK family kinases,['EIF2AK1']
1367,eukaryotic translation initiation factor 2 alpha kinase 2,Other PEK family kinases,['EIF2AK2']
1368,ATM serine/threonine kinase,Other PIKK family kinases,['ATM']
1369,"protein kinase, DNA-activated, catalytic subunit",Other PIKK family kinases,['PRKDC']
1370,serine/threonine kinase like domain containing 1,Other-unique family,"['ENSGALG00000003175', 'ENSGALG00000049884']"
1371,dual serine/threonine and tyrosine protein kinase,Other-unique family,['DSTYK']
1372,serine/threonine kinase 31,Other-unique family,['STK31']
1373,U2AF homology motif kinase 1,Other-unique family,['UHMK1']
1374,mitogen-activated protein kinase 14,p38 subfamily,['MAPK14']
1375,mitogen-activated protein kinase 11,p38 subfamily,['MAPK11']
1376,mitogen-activated protein kinase 12,p38 subfamily,['MAPK12']
1377,mitogen-activated protein kinase 13,p38 subfamily,['MAPK13']
1378,ribosomal protein S6 kinase B1,p70 subfamily,['RPS6KB1']
1379,ribosomal protein S6 kinase B2,p70 subfamily,['RPS6KB2']
1380,p21 (RAC1) activated kinase 1,PAKA subfamily,['PAK1']
1381,p21 (RAC1) activated kinase 2,PAKA subfamily,"['PAK2', 'PAK2']"
1382,p21 (RAC1) activated kinase 3,PAKA subfamily,['PAK3']
1383,p21 (RAC1) activated kinase 4,PAKB subfamily,['PAK4']
1384,p21 (RAC1) activated kinase 5,PAKB subfamily,['PAK5']
1385,p21 (RAC1) activated kinase 6,PAKB subfamily,['ENSGALG00000034605']
1386,paraoxonase 1,Paraoxonase (PON) family,['PON1']
1387,paraoxonase 2,Paraoxonase (PON) family,['PON1']
1388,paraoxonase 3,Paraoxonase (PON) family,['PON1']
1389,PAS domain containing serine/threonine kinase,PASK subfamily,['PASK']
1390,pyruvate dehydrogenase kinase 1,PDHK family,['PDK1']
1391,pyruvate dehydrogenase kinase 2,PDHK family,['PDK2']
1392,pyruvate dehydrogenase kinase 3,PDHK family,['PDK3']
1393,pyruvate dehydrogenase kinase 4,PDHK family,['PDK4']
1394,3-phosphoinositide dependent protein kinase 1,PDK1 family,['PDPK1']
1395,eukaryotic translation initiation factor 2 alpha kinase 3,PEK subfamily,['EIF2AK3']
1396,PLD1,Phosphatidylcholine-specific phospholipase D,['PLD1']
1397,phosphatidylinositol 3-kinase catalytic subunit type 3,Phosphatidylinositol 3-kinase family,['PIK3C3']
1398,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","Phosphatidylinositol-4,5-bisphosphate 3-kinase family",['PIK3CA']
1399,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","Phosphatidylinositol-4,5-bisphosphate 3-kinase family",['PIK3CB']
1400,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","Phosphatidylinositol-4,5-bisphosphate 3-kinase family",['PIK3CG']
1401,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","Phosphatidylinositol-4,5-bisphosphate 3-kinase family",['PIK3CD']
1402,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,Phosphatidylinositol-4-phosphate 3-kinase family,['PIK3C2A']
1403,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,Phosphatidylinositol-4-phosphate 3-kinase family,['PIK3C2B']
1404,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,Phosphatidylinositol-4-phosphate 3-kinase family,['PIK3C2G']
1405,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Phosphatidylinositol kinases,['PIK3CA']
1406,phosphatidylinositol 4-kinase alpha,Phosphatidylinositol kinases,['PI4KA']
1407,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",Phosphatidylinositol kinases,['PIK3CB']
1408,phosphatidylinositol 4-kinase beta,Phosphatidylinositol kinases,['PI4KB']
1409,phosphatidylinositol 4-kinase type 2 alpha,Phosphatidylinositol kinases,['ENSGALG00000006143']
1410,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",Phosphatidylinositol kinases,['PIK3CG']
1411,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",Phosphatidylinositol kinases,['PIK3CD']
1412,phosphatidylinositol 4-kinase type 2 beta,Phosphatidylinositol kinases,['PI4K2B']
1413,phosphoinositide-3-kinase regulatory subunit 1,Phosphatidylinositol kinases,['PIK3R1']
1414,phosphoinositide-3-kinase regulatory subunit 2,Phosphatidylinositol kinases,['ENSGALG00000003428']
1415,phosphoinositide-3-kinase regulatory subunit 3,Phosphatidylinositol kinases,['ENSGALG00000010335']
1416,phosphoinositide-3-kinase regulatory subunit 4,Phosphatidylinositol kinases,['PIK3R4']
1417,phosphoinositide-3-kinase regulatory subunit 5,Phosphatidylinositol kinases,['PIK3R5']
1418,phosphoinositide-3-kinase regulatory subunit 6,Phosphatidylinositol kinases,['PIK3R6']
1419,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,Phosphatidylinositol kinases,['PIK3C2A']
1420,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,Phosphatidylinositol kinases,['PIK3C2B']
1421,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,Phosphatidylinositol kinases,['PIK3C2G']
1422,phosphatidylinositol 3-kinase catalytic subunit type 3,Phosphatidylinositol kinases,['PIK3C3']
1423,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,Phosphatidylinositol phosphate kinases,['PIP5K1A']
1424,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,Phosphatidylinositol phosphate kinases,['PIP5K1B']
1425,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,Phosphatidylinositol phosphate kinases,['PIP5K1C']
1426,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,Phosphatidylinositol phosphate kinases,['PIP4K2B']
1427,phosphodiesterase 1A,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE1A']
1428,phosphodiesterase 1B,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE1B']
1429,phosphodiesterase 1C,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE1C']
1430,phosphodiesterase 3A,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE3A']
1431,phosphodiesterase 3B,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE3B']
1432,phosphodiesterase 4A,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['ENSGALG00000050456']
1433,phosphodiesterase 4B,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE4B']
1434,phosphodiesterase 4D,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE4D']
1435,phosphodiesterase 5A,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE5A']
1436,phosphodiesterase 6B,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE6B']
1437,phosphodiesterase 6C,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE6C']
1438,phosphodiesterase 6D,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE6D']
1439,phosphodiesterase 6G,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE6G']
1440,phosphodiesterase 6H,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE6H']
1441,phosphodiesterase 7A,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE7A']
1442,phosphodiesterase 7B,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE7B']
1443,phosphodiesterase 8A,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE8A']
1444,phosphodiesterase 8B,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['ENSGALG00000004339']
1445,phosphodiesterase 9A,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE9A']
1446,phosphodiesterase 10A,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PDE10A']
1447,phosphodiesterase 11A,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['ENSGALG00000042374']
1448,PLCβ1,Phosphoinositide-specific phospholipase C,['PLCB1']
1449,PLCβ2,Phosphoinositide-specific phospholipase C,['PLCB2']
1450,PLCβ4,Phosphoinositide-specific phospholipase C,['PLCB4']
1451,PLCγ1,Phosphoinositide-specific phospholipase C,['PLCG1']
1452,PLCγ2,Phosphoinositide-specific phospholipase C,['PLCG2']
1453,PLCδ1,Phosphoinositide-specific phospholipase C,['PLCD1']
1454,PLCδ3,Phosphoinositide-specific phospholipase C,['PLCD3']
1455,PLCδ4,Phosphoinositide-specific phospholipase C,['PLCD4']
1456,PLCε1,Phosphoinositide-specific phospholipase C,['PLCE1']
1457,PLCζ1,Phosphoinositide-specific phospholipase C,['PLCZ1']
1458,PLCη1,Phosphoinositide-specific phospholipase C,['PLCH1']
1459,PLCη2,Phosphoinositide-specific phospholipase C,['PLCH2']
1460,sPLA2-1B,Phospholipase A2,"['ENSGALG00000007236', 'PLA2G1B']"
1461,sPLA2-2A,Phospholipase A2,['PLA2G5']
1462,cPLA2-4A,Phospholipase A2,['PLA2G4A']
1463,cPLA2-4E,Phospholipase A2,"['ENSGALG00000020458', 'ENSGALG00000026584', 'ENSGALG00000028402', 'ENSGALG00000044307', 'ENSGALG00000045796']"
1464,cPLA2-4F,Phospholipase A2,['PLA2G4F']
1465,iPLA2-G6,Phospholipase A2,['PLA2G6']
1466,PLA2-G7,Phospholipase A2,['PLA2G7']
1467,sPLA2-10,Phospholipase A2,['PLA2G10']
1468,sPLA2-12A,Phospholipase A2,['PLA2G12A']
1469,platelet activating factor acetylhydrolase 2,Phospholipase A2,['PAFAH2']
1470,phosphorylase kinase catalytic subunit gamma 1,Phosphorylase kinase (PHK) family,['PHKG1']
1471,"Pim-1 proto-oncogene, serine/threonine kinase",PIM family,['PIM1']
1472,"Pim-3 proto-oncogene, serine/threonine kinase",PIM family,['PIM3']
1473,cyclin dependent kinase 11B,PITSLRE subfamily,['CDC2L1']
1474,polo like kinase 1,Polo-like kinase (PLK) family,['PLK1']
1475,polo like kinase 2,Polo-like kinase (PLK) family,['PLK2']
1476,polo like kinase 3,Polo-like kinase (PLK) family,['PLK3']
1477,polo like kinase 4,Polo-like kinase (PLK) family,['ENSGALG00000048187']
1478,poly(ADP-ribose) polymerase 1,Poly ADP-ribose polymerases,['PARP1']
1479,poly (ADP-ribose) polymerase 3,Poly ADP-ribose polymerases,['PARP3']
1480,egl-9 family hypoxia inducible factor 1,Prolyl hydroxylases,['ENSGALG00000041422']
1481,egl-9 family hypoxia inducible factor 3,Prolyl hydroxylases,['EGLN3']
1482,CYP5A1,Prostaglandin synthases,['TBXAS1']
1483,mPGES1,Prostaglandin synthases,['PTGES']
1484,mPGES2,Prostaglandin synthases,['PTGES2']
1485,cPGES,Prostaglandin synthases,['PTGES3']
1486,H-PGDS,Prostaglandin synthases,['HPGDS']
1487,CBR1,Prostaglandin synthases,"['CBR3', 'CBR3']"
1488,HPGD,Prostaglandin synthases,['HPGD']
1489,"protein kinase, cAMP-dependent, regulatory, type I, alpha subunit",Protein kinase A (PKA) family,['PRKAR1A']
1490,"protein kinase, cAMP-dependent, regulatory, type I, beta subunit",Protein kinase A (PKA) family,['PRKAR1B']
1491,"protein kinase, cAMP-dependent, regulatory, type II, alpha subunit",Protein kinase A (PKA) family,['PRKAR2A']
1492,"protein kinase, cAMP-dependent, regulatory, type II, beta subunit",Protein kinase A (PKA) family,['PRKAR2B']
1493,protein kinase X-linked,Protein kinase A (PKA) family,['ENSGALG00000042759']
1494,protein kinase D1,Protein kinase D (PKD) family,['PRKD1']
1495,protein kinase D3,Protein kinase D (PKD) family,['PRKD3']
1496,Protein kinase G (PKG) 2,Protein kinase G (PKG) family,['PRKG2']
1497,protein kinase N1,Protein kinase N (PKN) family,['PKN1']
1498,protein kinase N2,Protein kinase N (PKN) family,['PKN2']
1499,protein tyrosine phosphatase non-receptor type 1,Protein tyrosine phosphatases non-receptor type (PTPN),['PTPN1']
1500,protein tyrosine phosphatase non-receptor type 22,Protein tyrosine phosphatases non-receptor type (PTPN),['PTPN22']
1501,pre-mRNA processing factor 4B,PRP4 subfamily,['PRPF4B']
1502,protein serine kinase H1,PSK family,['PSKH1']
1503,salt inducible kinase 1,QIK subfamily,['SIK1']
1504,salt inducible kinase 2,QIK subfamily,['SIK2']
1505,"RAB27A, member RAS oncogene family",RAB subfamily,['RAB27A']
1506,checkpoint kinase 2,RAD53 family,['CHEK2']
1507,"B-Raf proto-oncogene, serine/threonine kinase",RAF family,['BRAF']
1508,kinase suppressor of ras 1,RAF family,"['ENSGALG00000005685', 'ENSGALG00000050395']"
1509,kinase suppressor of ras 2,RAF family,['KSR2']
1510,"Raf-1 proto-oncogene, serine/threonine kinase",RAF family,['RAF1']
1511,HRAS,RAS subfamily,['H-RAS']
1512,NRAS,RAS subfamily,['N-RAS']
1513,KRAS,RAS subfamily,['KRAS']
1514,male germ cell associated kinase,RCK family,['MAK']
1515,MOK protein kinase,RCK family,['MOK']
1516,ankyrin repeat and kinase domain containing 1,Receptor interacting protein kinase (RIPK) family,['ANKK1']
1517,receptor interacting serine/threonine kinase 1,Receptor interacting protein kinase (RIPK) family,['RIPK1']
1518,receptor interacting serine/threonine kinase 2,Receptor interacting protein kinase (RIPK) family,['RIPK2']
1519,receptor interacting serine/threonine kinase 4,Receptor interacting protein kinase (RIPK) family,['RIPK4']
1520,Rho associated coiled-coil containing protein kinase 1,Rho kinase,['ROCK1']
